y3_hhid,gardenid,plotid,crop_loss,crop_loss_reason_rain_excess,crop_loss_reason_rain_little,crop_loss_reason_insects,crop_loss_reason_disease,crop_loss_reason_weeds,crop_loss_reason_hail,crop_loss_reason_floods,crop_loss_reason_frost,crop_loss_reason_animals,crop_loss_reason_locust,crop_loss_reason_birds,crop_loss_reason_shortage,crop_loss_reason_fertility,crop_loss_reason_security,crop_loss_reason_spoiled,crop_loss_reason_other,area_loss,area_loss_reason_drought,area_loss_reason_insects,area_loss_reason_animals,area_loss_reason_theft,area_loss_reason_disease,area_loss_reason_labor,area_loss_reason_other,area_loss_reason_rains,area_loss_reason_floods,area_loss_reason_fire,area_loss_reason_not_finished,pure_stand,pure_stand_maize,entire_plot_planted,harvest_completed,planting_month,planting_year,harvesting_month_start,harvesting_month_end,area_planted_with_crop,kgs_harvested,plot_area_ha,first_crop_planted,second_crop_planted,third_crop_planted,fourth_crop_planted,fifth_crop_planted,soil_type,soil_quality,plot_slope,month_planted_plot,half_month_planted_plot,plot_area_gps,area_planted,cultivated,season,crop_cutting,area_harvested,crop_loss_ha,area_harvested_with_crop,plot_elevation,plot_twi,hh_gps_lat,hh_gps_long,annual_temp,annual_precip,ea_id,region,district,ta_code,reside
0110-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,1,1,12,,3,4,2,111888,.16,MAIZE,OTHER (SPECIFY),,,,Sandy (Mchenga),Good,Slight slope,JANUARY,1ST HALF,1,.31999999,1,Rainy,,,,,1150,14,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0110-001,RG02,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,14,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0110-003,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,1,1,1,1,12,,5,5,1.25,0,.96,MAIZE,BEANS,,,,Sandy (Mchenga),Fair,Flat,DECEMBER,1ST HALF,1,1.2,1,Rainy,,,,,1140,15,-11.586695,33.330298,211,851,10505310,North,Mzimba,5,RURAL
0111-001,RG03,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,12,,5,5,0,0,.088,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1160,14,-11.3125,33.4799,209,795,10505310,North,Mzimba,5,RURAL
0111-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,5,5,0,0,.488,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1160,13,-11.3125,33.4799,209,795,10505310,North,Mzimba,5,RURAL
0111-001,RG01,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.412,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,,,1,,0,Rainy,,,,,1150,14,-11.3125,33.4799,209,795,10505310,North,Mzimba,5,RURAL
0111-001,RG03,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,14,-11.3125,33.4799,209,795,10505310,North,Mzimba,5,RURAL
0111-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,12,,4,5,0,0,.344,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,JANUARY,1ST HALF,1,0,1,Rainy,,,,,1160,13,-11.3125,33.4799,209,795,10505310,North,Mzimba,5,RURAL
0111-004,RG01,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,Sandy (Mchenga),Good,Flat,,,1,,0,Rainy,,,,,1140,14,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0112-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,13,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0112-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,0,1,12,,6,6,0,180.5000152587891,.468,MAIZE,,,,,Sandy (Mchenga),Poor,Slight slope,JANUARY,1ST HALF,1,0,1,Rainy,,,,,1160,13,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0113-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,12,,5,6,0,0,.332,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,JANUARY,1ST HALF,1,0,1,Rainy,,,,,1130,12,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0113-001,RG02,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6320000000000001,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,,,1,,0,Rainy,,,,,1130,13,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0113-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,12,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0113-001,RG01,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,12,,6,6,0,0,.4,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1130,12,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0114-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,1,0,12,,3.5,5,2,0,.52,MAIZE,NKHWANI,,,,Sandy (Mchenga),Fair,Flat,NOVEMBER,2ND HALF,1,1.04,1,Rainy,,,,,1130,17,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0114-001,TG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,15,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0114-001,RG01,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,12,,3,3,0,0,.108,GROUNDNUT,,,,,Sandy (Mchenga),Fair,Flat,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,1140,16,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0115-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,0,11,,5,5,0,0,.348,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,1140,13,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0115-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,12,,6,7,0,0,.3240000000000001,FINGER MILLET(MAWERE),,,,,Sandy (Mchenga),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1150,14,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0115-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,13,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0116-001,RG01,R02,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,1,12,,2,3,0,400,.344,TOBACCO,,,,,Sandy (Mchenga),Poor,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1150,15,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0116-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,6,6,0,0,.104,MAIZE,,,,,Sandy (Mchenga),Fair,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1140,14,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0116-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,1,12,,2,3,0,100,.236,TOBACCO,,,,,Sandy (Mchenga),Poor,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1140,15,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0116-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,2,3,1,400,.7400000000000001,TOBACCO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.74000001,1,Rainy,,,,,1140,13,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0116-001,RG02,R02,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,6,6,0,0,.232,MAIZE,,,,,Sandy (Mchenga),Poor,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1130,15,-11.3125,33.4799,210,797,10505310,North,Mzimba,5,RURAL
0117-001,RG02,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,13,-11.3125,33.4799,211,797,10505310,North,Mzimba,5,RURAL
0117-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,0,1,12,,4,4,0,777,.328,MAIZE,,,,,Clay (Katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1130,14,-11.3125,33.4799,211,797,10505310,North,Mzimba,5,RURAL
0117-001,RG02,R02,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,6,6,0,0,.328,MAIZE,,,,,Clay (Katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1130,14,-11.3125,33.4799,211,797,10505310,North,Mzimba,5,RURAL
0117-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,0,0,1,12,,2,3,0,300,.9359999999999999,TOBACCO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,NOVEMBER,1ST HALF,1,0,1,Rainy,,,,,1130,13,-11.3125,33.4799,211,797,10505310,North,Mzimba,5,RURAL
0117-001,RG04,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,0,11,,6,6,0,0,.9359999999999999,TOBACCO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,NOVEMBER,1ST HALF,1,0,1,Rainy,,,,,1130,13,-11.3125,33.4799,211,797,10505310,North,Mzimba,5,RURAL
0118-001,RG02,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,14,-11.3125,33.4799,212,798,10505310,North,Mzimba,5,RURAL
0118-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,1,1,12,,5,5,2,56.88482141494751,.096,MAIZE,NKHWANI,,,,Sandy (Mchenga),Fair,Flat,DECEMBER,1ST HALF,1,.192,1,Rainy,,,,,1110,14,-11.3125,33.4799,212,798,10505310,North,Mzimba,5,RURAL
0118-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,0,0,1,0,12,,4.5,5,2,0,.28,MAIZE,NKHWANI,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.56,1,Rainy,,,,,1100,13,-11.3125,33.4799,212,798,10505310,North,Mzimba,5,RURAL
0118-001,RG01,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,5,6,0,25,.272,TOBACCO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1100,13,-11.3125,33.4799,212,798,10505310,North,Mzimba,5,RURAL
0118-005,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,0,0,1,0,12,,3,4,1.5,0,.3040000000000001,MAIZE,NKHWANI,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,.456,1,Rainy,,,,,1180,16,-11.288232,33.628633,206,795,10505310,North,Mzimba,5,RURAL
0119-001,RG02,R02,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,6,6,0,0,.264,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,JANUARY,1ST HALF,1,0,1,Rainy,,,,,1140,12,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0119-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,6,6,0,0,1.028,MAIZE,,,,,Sandy (Mchenga),Fair,Slight slope,JANUARY,1ST HALF,1,0,1,Rainy,,,,,1160,13,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0119-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,13,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0119-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,0,12,,7,7,0,0,.176,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1140,12,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0119-001,RG02,R03,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,1,0,0,1,12,,3,4,0,50,.12,TOBACCO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1140,15,-11.3125,33.4799,210,798,10505310,North,Mzimba,5,RURAL
0120-003,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,1,0,0,12,,5,5,0,0,.3200000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Moderate slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1130,14,-11.3125,33.4799,212,801,10505310,North,Mzimba,5,RURAL
0120-003,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,14,-11.3125,33.4799,212,801,10505310,North,Mzimba,5,RURAL
0120-003,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,1,1,6.5,,4.5,4.5,1.25,10,.24,MAIZE,SOYABEAN,,,,Sandy (Mchenga),Fair,Slight slope,DECEMBER,2ND HALF,1,.30000001,1,Rainy,,,,,1120,14,-11.3125,33.4799,212,801,10505310,North,Mzimba,5,RURAL
0120-008,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,11,,6,6,0,0,.96,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,1140,15,-11.230223,33.853943,205,883,10505310,North,Mzimba,5,RURAL
0121-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,2,40,.264,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Slight slope,DECEMBER,1ST HALF,1,.528,1,Rainy,,,,,1310,12,-11.4076,33.9949,184,1137,10732192,North,Mzuzu City,32,URBAN
0121-001,RG02,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,14,-11.4076,33.9949,184,1137,10732192,North,Mzuzu City,32,URBAN
0121-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11.5,,6,6,2,2872.499908447266,.876,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,1.752,1,Rainy,,,,,1300,14,-11.4076,33.9949,184,1137,10732192,North,Mzuzu City,32,URBAN
0121-004,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,7,7,0,0,.016,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,JANUARY,2ND HALF,1,0,1,Rainy,,,,,1360,12,-11.4076,33.9949,185,1083,10732192,North,Mzuzu City,32,URBAN
0121-004,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,1,1,12,,5.5,5.5,2,36.20000076293945,.08,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,JANUARY,1ST HALF,1,.16,1,Rainy,,,,,1360,12,-11.4076,33.9949,185,1083,10732192,North,Mzuzu City,32,URBAN
0121-004,RG02,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,1,,5,7,0,0,.06,SWEET POTATO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,FEBRUARY,1ST HALF,1,0,1,Rainy,,,,,1360,12,-11.4076,33.9949,185,1083,10732192,North,Mzuzu City,32,URBAN
0121-004,RG02,T02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,12,-11.4076,33.9949,185,1083,10732192,North,Mzuzu City,32,URBAN
0122-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,2.5,3.5,1.5,173.1374969482422,.032,MAIZE,NKHWANI,,,,Clay (Katondo),Fair,Flat,JANUARY,2ND HALF,1,.048,1,Rainy,,,,,1320,12,-11.4076,33.9949,183,1125,10732192,North,Mzuzu City,32,URBAN
0122-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1203,10732192,North,Mzuzu City,32,URBAN
0123-001,RG01,R03,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,0,12,,6,6,0,0,.08,SOYABEAN,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,0,0,1,Rainy,,,,,,,,,,,10732192,North,Mzuzu City,32,URBAN
0123-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,0,12,,7,7,0,0,.2,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,0,0,1,Rainy,,,,,,,,,,,10732192,North,Mzuzu City,32,URBAN
0123-001,RG01,R02,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,0,12,,7,7,0,0,.12,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,0,0,1,Rainy,,,,,,,,,,,10732192,North,Mzuzu City,32,URBAN
0123-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1146,10732192,North,Mzuzu City,32,URBAN
0124-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,0,12,,5,4,2,0,.4,MAIZE,GROUNDNUT,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.80000001,1,Rainy,,,,,1270,16,-10.345701,33.685634,204,1156,10732192,North,Mzuzu City,32,RURAL
0124-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,12,,4,4,0,0,.7200000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1270,14,-10.345701,33.685634,204,1156,10732192,North,Mzuzu City,32,RURAL
0124-004,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,7,7,0,666,.16,MAIZE,,,,,Sandy (Mchenga),Fair,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,1200,13,-11.245849,33.790584,204,857,10732192,North,Mzuzu City,32,RURAL
0125-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,5,5,2,333.4549865722656,.24,MAIZE,NKHWANI,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.47999999,1,Rainy,,,,,1320,12,-11.399844,33.940719,187,1069,10732192,North,Mzuzu City,32,RURAL
0126-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1146,10732192,North,Mzuzu City,32,URBAN
0127-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1157,10732192,North,Mzuzu City,32,URBAN
0128-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290,14,-11.4076,33.9949,183,1157,10732192,North,Mzuzu City,32,URBAN
0128-001,RG03,R02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,Sandy (Mchenga),Good,Flat,,,0,,0,Rainy,,,,,,,,,,,10732192,North,Mzuzu City,32,URBAN
0128-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,7,0,5994,1.5,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,0,0,1,Rainy,,,,,,,,,,,10732192,North,Mzuzu City,32,URBAN
0128-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,555,.4,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,JANUARY,1ST HALF,1,0,1,Rainy,,,,,1290,14,-11.4076,33.9949,183,1157,10732192,North,Mzuzu City,32,URBAN
0128-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,333,.16,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1290,13,-11.4076,33.9949,183,1157,10732192,North,Mzuzu City,32,URBAN
0129-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,4,4,2,248.5,.036,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,DECEMBER,1ST HALF,1,.071999997,1,Rainy,,,,,1280,14,-11.4076,33.9949,182,1182,10732192,North,Mzuzu City,32,URBAN
0130-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1146,10732192,North,Mzuzu City,32,URBAN
0131-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.005941,33.778583,199,866,10732192,North,Mzuzu City,32,URBAN
0132-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.962669,33.733803,202,864,10732192,North,Mzuzu City,32,URBAN
0133-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.767854,33.79593,195,859,10732192,North,Mzuzu City,32,URBAN
0134-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1146,10732192,North,Mzuzu City,32,URBAN
0135-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,0,0,1,1,12,,4,4.5,1.25,447.75,.4,MAIZE,SOYABEAN,,,,Sandy (Mchenga),Fair,Slight slope,JANUARY,2ND HALF,1,.5,1,Rainy,,,,,1190,15,-11.349174,33.888682,195,1020,10732192,North,Mzuzu City,32,RURAL
0135-002,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,5,5,2,110,.248,MAIZE,SOYABEAN,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,2ND HALF,1,.49599999,1,Rainy,,,,,1190,14,-11.349174,33.888682,196,988,10732192,North,Mzuzu City,32,RURAL
0136-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4076,33.9949,183,1134,10732192,North,Mzuzu City,32,URBAN
0137-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.433,34.0235,181,1188,10734370,North,Mzuzu City,34,URBAN
0138-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.433,34.0235,182,1211,10734370,North,Mzuzu City,34,URBAN
0139-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.433,34.0235,181,1217,10734370,North,Mzuzu City,34,URBAN
0140-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.433,34.0235,181,1211,10734370,North,Mzuzu City,34,URBAN
0142-001,TG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,15,-11.622414,34.284431,236,1609,10734370,North,Mzuzu City,34,URBAN
0144-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.433,34.0235,181,1217,10734370,North,Mzuzu City,34,URBAN
0144-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,12,,4,4,0,721.5,.4,MAIZE,,,,,Sandy (Mchenga),Fair,Slight slope,DECEMBER,1ST HALF,0,0,1,Rainy,,,,,,,,,,,10734370,North,Mzuzu City,34,URBAN
0144-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.022455,33.86265,210,909,10734370,North,Mzuzu City,34,URBAN
0145-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,0,1,,6,6,0,0,.4,MAIZE,,,,,Sandy (Mchenga),Fair,Flat,JANUARY,1ST HALF,0,0,1,Rainy,,,,,,,,,,,10734370,North,Mzuzu City,34,URBAN
0145-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.433,34.0235,181,1211,10734370,North,Mzuzu City,34,URBAN
0146-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.975879,33.808283,202,855,10734370,North,Mzuzu City,34,URBAN
